File_Name,Sweep,Segment_Type,Burst_Type,Duration,Num_Peaks,Mean_ISI,Mean,Std,Min,Max,Skewness,Kurtosis,Area
cell105basal.abf,2,Burst,Other,0.0370999999999988,6,0.00472,-42.75576,20.656124,-62.294,44.157,2.480636,6.1139975,-1.5893159
cell105basal.abf,2,Burst,Other,0.03730000000000011,6,0.00474,-42.67051,21.1272,-62.576,45.157,2.4672205,5.994096,-1.6000408
cell105basal.abf,2,Burst,Other,0.03790000000000049,6,0.00482,-43.00206,20.66453,-62.42,42.53,2.5074673,6.284527,-1.6380732
cell105basal.abf,2,Burst,Other,0.03999999999999915,6,0.004999999999999999,-43.3241,20.722338,-63.139,45.314,2.5934489,6.8484716,-1.7415057
cell105basal.abf,2,Burst,Other,0.03399999999999892,5,0.0050750000000000005,-43.330254,20.835653,-62.857,41.686,2.5444188,6.484498,-1.4815472
cell105basal.abf,2,Burst,Other,0.03669999999999973,6,0.0046,-42.354053,21.102076,-62.294,43.813,2.4253156,5.803406,-1.5583355
cell105basal.abf,2,Non-burst,Non-burst,1.4119000000000002,0,0.0,-71.58208,3.7604766,-74.147,45.783,9.118023,175.05307,-101.078125
cell105basal.abf,2,Non-burst,Non-burst,0.9169999999999998,0,0.0,-71.59806,3.5142546,-74.209,37.965,9.794149,203.87178,-65.65645
cell105basal.abf,2,Non-burst,Non-burst,2.0648999999999997,0,0.0,-71.96082,2.9298015,-74.209,42.749,13.354065,357.66788,-148.60313
cell105basal.abf,2,Non-burst,Non-burst,0.5989999999999993,0,0.0,-71.02909,4.530617,-74.053,38.215,9.899132,183.85632,-42.550102
cell105basal.abf,2,Non-burst,Non-burst,1.0283000000000007,0,0.0,-72.431206,3.486685,-74.647,43.969,12.982999,312.95493,-74.49229
cell105basal.abf,2,Non-burst,Non-burst,1.3099999999999996,0,0.0,-71.661224,3.5519342,-74.741,39.122,10.385033,223.74129,-93.8799
cell105basal.abf,2,Non-burst,Non-burst,0.9874999999999998,0,0.0,-71.07349,4.8891053,-74.24,38.997,6.011322,74.41436,-70.18821
cell105basal.abf,2,Non-burst,Non-burst,0.6062999999999992,0,0.0,-70.36764,5.115316,-73.615,36.464,6.3575525,85.993286,-42.667442
cell105basal.abf,2,Non-burst,Non-burst,0.8582000000000001,0,0.0,-71.930145,3.623501,-74.303,37.464,11.771275,257.76144,-61.732437
cell105basal.abf,2,Non-burst,Non-burst,2.0884,0,0.0,-71.86544,2.7988594,-74.053,45.095,13.862639,396.26797,-150.09514
cell105basal.abf,2,Non-burst,Non-burst,0.9808000000000003,0,0.0,-70.53894,5.14503,-73.771,40.404,6.021228,75.82738,-69.19548
cell105basal.abf,2,Non-burst,Non-burst,1.057500000000001,0,0.0,-71.345,4.1240807,-73.897,44.157,8.814384,158.10869,-75.45857
cell105basal.abf,2,Non-burst,Non-burst,0.9065000000000012,0,0.0,-71.0777,4.7202935,-73.959,45.157,7.354129,111.515854,-64.443214
cell105basal.abf,2,Non-burst,Non-burst,1.3869999999999987,0,0.0,-71.14802,3.558138,-73.365,42.53,11.22293,249.74768,-98.693436
cell105basal.abf,2,Non-burst,Non-burst,2.0929,0,0.0,-71.21039,3.077446,-73.771,45.314,11.92009,294.397,-149.04749
