Burst_Number,Type,Node1_ID,Node2_ID
2,Parabolic,40,45
2,Parabolic,40,48
2,Parabolic,40,53
2,Parabolic,40,55
2,Parabolic,40,58
2,Parabolic,40,64
2,Parabolic,40,70
2,Parabolic,40,71
2,Parabolic,40,73
2,Parabolic,40,77
2,Parabolic,41,42
2,Parabolic,41,45
2,Parabolic,41,58
2,Parabolic,41,64
2,Parabolic,41,71
2,Parabolic,41,73
2,Parabolic,41,77
2,Parabolic,42,43
2,Parabolic,42,45
2,Parabolic,42,64
2,Parabolic,42,71
2,Parabolic,42,73
2,Parabolic,42,77
2,Parabolic,43,44
2,Parabolic,43,45
2,Parabolic,43,71
2,Parabolic,43,73
2,Parabolic,43,77
2,Parabolic,44,45
2,Parabolic,45,46
2,Parabolic,45,47
2,Parabolic,45,48
2,Parabolic,45,53
2,Parabolic,45,55
2,Parabolic,45,58
2,Parabolic,45,64
2,Parabolic,45,71
2,Parabolic,45,73
2,Parabolic,45,77
2,Parabolic,46,47
2,Parabolic,46,48
2,Parabolic,46,77
2,Parabolic,47,48
2,Parabolic,47,77
2,Parabolic,48,49
2,Parabolic,48,50
2,Parabolic,48,51
2,Parabolic,48,53
2,Parabolic,48,55
2,Parabolic,48,58
2,Parabolic,48,64
2,Parabolic,48,71
2,Parabolic,48,73
2,Parabolic,48,77
2,Parabolic,49,50
2,Parabolic,49,71
2,Parabolic,49,73
2,Parabolic,49,77
2,Parabolic,50,51
2,Parabolic,50,53
2,Parabolic,50,58
2,Parabolic,50,71
2,Parabolic,50,73
2,Parabolic,50,77
2,Parabolic,51,52
2,Parabolic,51,53
2,Parabolic,51,58
2,Parabolic,51,71
2,Parabolic,51,73
2,Parabolic,51,77
2,Parabolic,52,53
2,Parabolic,53,54
2,Parabolic,53,55
2,Parabolic,53,58
2,Parabolic,53,71
2,Parabolic,53,73
2,Parabolic,53,77
2,Parabolic,54,55
2,Parabolic,55,56
2,Parabolic,55,58
2,Parabolic,55,71
2,Parabolic,55,73
2,Parabolic,55,77
2,Parabolic,56,57
2,Parabolic,56,58
2,Parabolic,56,77
2,Parabolic,57,58
2,Parabolic,58,59
2,Parabolic,58,60
2,Parabolic,58,62
2,Parabolic,58,63
2,Parabolic,58,64
2,Parabolic,58,71
2,Parabolic,58,73
2,Parabolic,58,77
2,Parabolic,59,60
2,Parabolic,59,64
2,Parabolic,59,71
2,Parabolic,59,73
2,Parabolic,59,77
2,Parabolic,60,61
2,Parabolic,60,62
2,Parabolic,60,63
2,Parabolic,60,64
2,Parabolic,60,71
2,Parabolic,60,73
2,Parabolic,60,77
2,Parabolic,61,62
2,Parabolic,61,64
2,Parabolic,61,77
2,Parabolic,62,63
2,Parabolic,62,64
2,Parabolic,62,77
2,Parabolic,63,64
2,Parabolic,64,65
2,Parabolic,64,66
2,Parabolic,64,68
2,Parabolic,64,69
2,Parabolic,64,70
2,Parabolic,64,71
2,Parabolic,64,73
2,Parabolic,64,77
2,Parabolic,65,66
2,Parabolic,65,70
2,Parabolic,65,71
2,Parabolic,65,73
2,Parabolic,65,77
2,Parabolic,66,67
2,Parabolic,66,68
2,Parabolic,66,69
2,Parabolic,66,70
2,Parabolic,66,71
2,Parabolic,66,77
2,Parabolic,67,68
2,Parabolic,67,69
2,Parabolic,67,70
2,Parabolic,67,71
2,Parabolic,68,69
2,Parabolic,68,70
2,Parabolic,68,71
2,Parabolic,69,70
2,Parabolic,69,71
2,Parabolic,70,71
2,Parabolic,71,72
2,Parabolic,71,73
2,Parabolic,71,77
2,Parabolic,72,73
2,Parabolic,72,77
2,Parabolic,73,74
2,Parabolic,73,75
2,Parabolic,73,76
2,Parabolic,73,77
2,Parabolic,74,75
2,Parabolic,74,76
2,Parabolic,74,77
2,Parabolic,75,76
2,Parabolic,75,77
2,Parabolic,76,77
3,Parabolic,0,1
3,Parabolic,0,9
3,Parabolic,1,2
3,Parabolic,1,3
3,Parabolic,1,5
3,Parabolic,1,7
3,Parabolic,1,8
3,Parabolic,1,9
3,Parabolic,2,3
3,Parabolic,2,5
3,Parabolic,2,7
3,Parabolic,2,8
3,Parabolic,2,9
3,Parabolic,3,4
3,Parabolic,3,5
3,Parabolic,3,7
3,Parabolic,3,8
3,Parabolic,3,9
3,Parabolic,4,5
3,Parabolic,4,7
3,Parabolic,4,8
3,Parabolic,4,9
3,Parabolic,5,6
3,Parabolic,5,7
3,Parabolic,5,8
3,Parabolic,5,9
3,Parabolic,6,7
3,Parabolic,6,8
3,Parabolic,6,9
3,Parabolic,7,8
3,Parabolic,7,9
3,Parabolic,8,9
3,Parabolic,9,10
3,Parabolic,9,12
3,Parabolic,9,13
3,Parabolic,9,14
3,Parabolic,9,15
3,Parabolic,9,17
3,Parabolic,9,18
3,Parabolic,9,20
3,Parabolic,9,21
3,Parabolic,9,25
3,Parabolic,9,29
3,Parabolic,9,33
3,Parabolic,9,35
3,Parabolic,9,40
3,Parabolic,9,51
3,Parabolic,9,53
3,Parabolic,9,54
3,Parabolic,9,59
3,Parabolic,9,60
3,Parabolic,9,66
3,Parabolic,9,70
3,Parabolic,9,72
3,Parabolic,9,74
3,Parabolic,9,84
3,Parabolic,9,86
3,Parabolic,9,87
3,Parabolic,9,92
3,Parabolic,9,94
3,Parabolic,9,98
3,Parabolic,9,101
3,Parabolic,9,103
3,Parabolic,10,11
3,Parabolic,10,12
3,Parabolic,10,13
3,Parabolic,10,14
3,Parabolic,10,15
3,Parabolic,10,18
3,Parabolic,10,20
3,Parabolic,10,21
3,Parabolic,10,35
3,Parabolic,10,40
3,Parabolic,10,54
3,Parabolic,10,60
3,Parabolic,10,70
3,Parabolic,10,72
3,Parabolic,10,74
3,Parabolic,10,84
3,Parabolic,10,86
3,Parabolic,10,87
3,Parabolic,10,92
3,Parabolic,10,94
3,Parabolic,10,98
3,Parabolic,10,101
3,Parabolic,10,103
3,Parabolic,11,12
3,Parabolic,12,13
3,Parabolic,12,14
3,Parabolic,12,15
3,Parabolic,12,21
3,Parabolic,12,101
3,Parabolic,12,103
3,Parabolic,13,14
3,Parabolic,13,21
3,Parabolic,14,15
3,Parabolic,14,21
3,Parabolic,15,16
3,Parabolic,15,17
3,Parabolic,15,18
3,Parabolic,15,21
3,Parabolic,16,17
3,Parabolic,16,18
3,Parabolic,17,18
3,Parabolic,18,19
3,Parabolic,18,20
3,Parabolic,18,21
3,Parabolic,19,20
3,Parabolic,19,21
3,Parabolic,20,21
3,Parabolic,21,22
3,Parabolic,21,23
3,Parabolic,21,24
3,Parabolic,21,25
3,Parabolic,21,33
3,Parabolic,21,35
3,Parabolic,21,40
3,Parabolic,21,54
3,Parabolic,21,60
3,Parabolic,21,70
3,Parabolic,21,72
3,Parabolic,21,74
3,Parabolic,21,84
3,Parabolic,21,86
3,Parabolic,21,87
3,Parabolic,21,92
3,Parabolic,21,94
3,Parabolic,21,98
3,Parabolic,21,101
3,Parabolic,21,103
3,Parabolic,22,23
3,Parabolic,22,25
3,Parabolic,23,24
3,Parabolic,23,25
3,Parabolic,24,25
3,Parabolic,25,26
3,Parabolic,25,29
3,Parabolic,25,33
3,Parabolic,25,35
3,Parabolic,25,40
3,Parabolic,25,70
3,Parabolic,25,72
3,Parabolic,25,74
3,Parabolic,25,84
3,Parabolic,25,86
3,Parabolic,25,87
3,Parabolic,25,94
3,Parabolic,25,101
3,Parabolic,25,103
3,Parabolic,26,27
3,Parabolic,26,28
3,Parabolic,26,29
