Sweep,Segment_Type,Start,End,Mean_ISI,Median_ISI,Std_ISI,Kurtosis,Skewness,CMA_Threshold,CMA_Valley_Index,CMA_Peak_Index
12,Burst,15.8378,16.0572,0.21940000000000204,0.21940000000000204,0.0,,,0.0,0.0,0.0
12,Burst,16.4398,16.7112,0.27139999999999986,0.27139999999999986,0.0,,,0.0,0.0,0.0
12,Non-burst,2.4129,4.4124,0.6665,0.6962999999999999,0.1914882764035439,-1.5,-0.22966569034341736,0.0,91.0,0.0
12,Non-burst,4.7025,8.6346,0.4369000000000001,0.4119999999999999,0.08454948583850484,-0.9452172063672002,0.5337819968404717,0.0,75.0,0.0
12,Non-burst,8.8954,10.1544,0.6295000000000002,0.6295000000000002,0.011799999999999145,-2.0,0.0,0.0,6.0,0.0
12,Non-burst,10.6866,14.4426,0.626,0.5180999999999996,0.3438663839342252,0.7323076201936667,1.5179643075613927,0.0,342.0,0.0
12,Non-burst,14.8708,15.8378,0.48350000000000026,0.48350000000000026,0.015299999999998981,-2.0,0.0,0.0,8.0,0.0
12,Non-burst,16.0572,16.4398,0.38260000000000005,0.38260000000000005,0.0,,,0.0,0.0,0.0
12,Non-burst,16.7112,21.4999,3.4832,3.4832,0.0,,,0.0,0.0,0.0
13,Non-burst,0.0,2.3731,1.1415,1.1415,0.837,-2.0,0.0,0.0,556.0,0.0
13,Burst,2.3731,2.577,0.20389999999999997,0.20389999999999997,0.0,,,0.0,0.0,0.0
13,Non-burst,2.577,21.4999,0.9253349999999999,0.5309999999999999,0.803454058596383,4.328598294159058,2.0968097496668303,0.0,1122.0,0.0
14,Non-burst,0.0,8.5833,2.7869333333333333,1.2734,2.4513245893235402,-1.5000000000000002,0.690770199073278,0.0,1799.0,0.0
14,Burst,8.5833,8.7423,0.053000000000000234,0.03880000000000017,0.02143937188134586,-1.5000000000000004,0.702943915984107,0.0,13.0,0.0
14,Burst,9.5572,9.7953,0.2380999999999993,0.2380999999999993,0.0,,,0.0,0.0,0.0
14,Burst,15.4187,17.1756,0.13514615384615383,0.11670000000000158,0.07492232506335764,-0.5315672546715504,0.7760395948591017,0.0,78.0,0.0
14,Burst,17.5204,17.6537,0.13330000000000197,0.13330000000000197,0.0,,,0.0,0.0,0.0
14,Burst,20.0333,20.1932,0.053300000000000125,0.022800000000000153,0.04541504890085048,-1.5000000000000002,0.7044747146692059,0.0,31.0,0.0
14,Non-burst,8.7423,9.5572,0.8148999999999997,0.8148999999999997,0.0,,,0.0,0.0,0.0
14,Non-burst,9.7953,15.4187,2.8117,2.8117,1.9862000000000002,-2.0,0.0,0.0,1322.0,0.0
14,Non-burst,17.1756,17.5204,0.34479999999999933,0.34479999999999933,0.0,,,0.0,0.0,0.0
14,Non-burst,17.6537,20.0333,2.3796,2.3796,0.0,,,0.0,0.0,0.0
14,Non-burst,20.1932,21.4999,0.3902000000000001,0.3902000000000001,0.04339999999999833,-2.0,0.0,0.0,27.0,0.0
15,Non-burst,0.0,0.1933,,,,,,,,
15,Burst,0.1933,0.3075,0.012688888888888888,0.009800000000000003,0.00922694658106768,1.126724688606295,1.511647380827756,0.0,8.0,0.0
15,Burst,0.6151,0.7435,0.014266666666666674,0.00979999999999992,0.012712723285485816,2.2190741989189284,1.8652097070262637,0.0,12.0,0.0
15,Burst,1.0641,1.1451,0.010124999999999995,0.008400000000000074,0.00510287908929854,0.25047597597611304,1.1777505928887313,0.0,4.0,0.0
15,Burst,1.4841,1.574,0.011237500000000011,0.008599999999999941,0.006892194407443859,0.8593596538326973,1.4120038816387637,0.0,6.0,0.0
15,Burst,1.933,2.0102,0.00965000000000002,0.008599999999999941,0.0042763886633467385,0.057804649572102296,1.0392757959089538,0.0,4.0,0.0
15,Burst,2.4029,2.4909,0.01100000000000001,0.008599999999999941,0.006211481304809666,-0.24130259850039515,1.0375625052084945,0.0,5.0,0.0
15,Burst,2.8355,2.9253,0.011224999999999985,0.008799999999999919,0.006903576971396789,1.0255720095376901,1.4701820270806474,0.0,6.0,0.0
15,Burst,3.2928,3.3667,0.009237499999999954,0.007800000000000029,0.004154195920993573,-0.5162393932882186,0.8646434156106838,0.0,3.0,0.0
15,Burst,3.7327,3.8239,0.011400000000000021,0.008799999999999919,0.007607562027351536,1.4069039534635008,1.617183666694204,0.0,6.0,0.0
15,Burst,4.2111,4.2861,0.009375000000000022,0.007800000000000029,0.004381423855323821,-1.0451725948034136,0.7036027853318287,0.0,2.0,0.0
15,Burst,4.7049,4.7829,0.009749999999999925,0.007449999999999957,0.005906564145084604,1.5875371635884123,1.6903795706641533,0.0,5.0,0.0
15,Burst,5.2292,5.3055,0.009537500000000088,0.008299999999999752,0.004406795179038889,0.7634314967934679,1.3160031024213814,0.0,4.0,0.0
15,Burst,5.7514,5.8687,0.013033333333333254,0.008399999999999963,0.010569873330471791,1.7624665289687593,1.721633564553821,0.0,10.0,0.0
15,Burst,6.3045,6.3824,0.009737499999999955,0.008399999999999963,0.004564246241166096,-0.12387446973303406,1.026621075661543,0.0,4.0,0.0
15,Burst,6.8834,6.9785,0.010566666666666712,0.008100000000000662,0.0069764683838681426,1.674387043634109,1.6708192944857625,0.0,7.0,0.0
15,Burst,7.4063,7.4833,0.009624999999999995,0.007750000000000146,0.005563665608211915,1.555344592616275,1.652287774754871,0.0,5.0,0.0
15,Burst,7.9934,8.0917,0.01092222222222213,0.008300000000000196,0.007451290384561565,1.0008323208984153,1.4854131953794785,0.0,7.0,0.0
15,Burst,8.5781,8.6539,0.009475000000000122,0.007399999999999629,0.004855602434302093,-0.6407602197051476,0.9586770333863717,0.0,4.0,0.0
15,Burst,9.1442,9.2186,0.009300000000000086,0.007700000000000706,0.00502991053598379,0.9664794794485907,1.4527187714913836,0.0,4.0,0.0
15,Burst,9.8022,9.9435,0.01413000000000011,0.007700000000000706,0.01638475205793479,4.145158981356427,2.3730965865127684,0.0,17.0,0.0
15,Burst,10.4415,10.5304,0.00987777777777785,0.007500000000000284,0.0060620454519682235,0.09456040827198908,1.162250313602329,0.0,5.0,0.0
15,Burst,11.0587,11.1435,0.009422222222222172,0.0071000000000012164,0.006618791057415873,2.150694989006869,1.8083258341417778,0.0,6.0,0.0
15,Burst,11.7403,11.8235,0.009244444444444413,0.007699999999999818,0.005480290160831977,1.696679940086768,1.6425343058678694,0.0,5.0,0.0
15,Burst,12.3399,12.4436,0.011522222222222211,0.007800000000001361,0.009025368909391887,1.6418132997727453,1.6742770207603288,0.0,8.0,0.0
15,Burst,13.0193,13.1227,0.011488888888888956,0.008500000000001506,0.009996048602038492,2.9035268459705623,2.068985569792746,0.0,9.0,0.0
15,Burst,13.6677,13.7535,0.009533333333333418,0.007500000000000284,0.005799042066487607,1.365824002966339,1.5449249891887038,0.0,6.0,0.0
15,Burst,14.3786,14.4616,0.009222222222222243,0.006999999999999673,0.005500662137472269,1.7710138447960535,1.6661853897801702,0.0,5.0,0.0
15,Burst,15.0016,15.0897,0.00978888888888897,0.007600000000000051,0.006255565423319687,1.2611113787717105,1.5091758501161963,0.0,6.0,0.0
15,Burst,15.6536,15.7438,0.010022222222222155,0.0071000000000012164,0.006475213900847675,-0.41210409434369444,1.0677224365797588,0.0,5.0,0.0
15,Burst,16.3089,16.3993,0.010044444444444325,0.00689999999999813,0.007089759612146304,1.7061927830234538,1.6878381496854524,0.0,7.0,0.0
15,Burst,16.9512,17.026,0.008311111111111083,0.006500000000002615,0.004304634310044527,-0.0063875696444513075,1.1586603465033776,0.0,4.0,0.0
15,Burst,17.541,17.6247,0.009300000000000037,0.00730000000000075,0.005829046043546277,1.42597520105123,1.5849563461365688,0.0,6.0,0.0
15,Burst,18.2264,18.3355,0.010909999999999798,0.007450000000000401,0.008455110880408345,2.322583415957989,1.8399231226649977,0.0,8.0,0.0
15,Burst,18.9289,18.9982,0.00866250000000024,0.006899999999999906,0.004814285383107191,0.6573314895213653,1.3254863566809159,0.0,4.0,0.0
15,Burst,19.5525,19.6322,0.008855555555555839,0.006999999999997897,0.005034571836834465,0.9791159769733593,1.3886114574686097,0.0,5.0,0.0
15,Burst,20.256,20.3296,0.008177777777777666,0.006700000000002149,0.003938634218377072,-0.08184516322033542,1.0940856620781647,0.0,3.0,0.0
15,Burst,20.9334,21.0243,0.010100000000000145,0.007199999999997431,0.007637480678280882,2.1239452553323694,1.8162118242708776,0.0,7.0,0.0
15,Non-burst,0.3075,0.6151,0.3076,0.3076,0.0,,,0.0,0.0,0.0
15,Non-burst,0.7435,1.0641,0.3206,0.3206,0.0,,,0.0,0.0,0.0
15,Non-burst,1.1451,1.4841,0.33899999999999997,0.33899999999999997,0.0,,,0.0,0.0,0.0
15,Non-burst,1.574,1.933,0.359,0.359,0.0,,,0.0,0.0,0.0
15,Non-burst,2.0102,2.4029,0.3926999999999996,0.3926999999999996,0.0,,,0.0,0.0,0.0
15,Non-burst,2.4909,2.8355,0.34460000000000024,0.34460000000000024,0.0,,,0.0,0.0,0.0
15,Non-burst,2.9253,3.2928,0.36750000000000016,0.36750000000000016,0.0,,,0.0,0.0,0.0
15,Non-burst,3.3667,3.7327,0.3660000000000001,0.3660000000000001,0.0,,,0.0,0.0,0.0
15,Non-burst,3.8239,4.2111,0.3872,0.3872,0.0,,,0.0,0.0,0.0
15,Non-burst,4.2861,4.7049,0.41880000000000006,0.41880000000000006,0.0,,,0.0,0.0,0.0
15,Non-burst,4.7829,5.2292,0.4462999999999999,0.4462999999999999,0.0,,,0.0,0.0,0.0
15,Non-burst,5.3055,5.7514,0.44589999999999996,0.44589999999999996,0.0,,,0.0,0.0,0.0
15,Non-burst,5.8687,6.3045,0.4358000000000004,0.4358000000000004,0.0,,,0.0,0.0,0.0
15,Non-burst,6.3824,6.8834,0.5010000000000003,0.5010000000000003,0.0,,,0.0,0.0,0.0
15,Non-burst,6.9785,7.4063,0.4277999999999995,0.4277999999999995,0.0,,,0.0,0.0,0.0
15,Non-burst,7.4833,7.9934,0.5101000000000004,0.5101000000000004,0.0,,,0.0,0.0,0.0
15,Non-burst,8.0917,8.5781,0.4863999999999997,0.4863999999999997,0.0,,,0.0,0.0,0.0
15,Non-burst,8.6539,9.1442,0.4902999999999995,0.4902999999999995,0.0,,,0.0,0.0,0.0
15,Non-burst,9.2186,9.8022,0.5835999999999988,0.5835999999999988,0.0,,,0.0,0.0,0.0
15,Non-burst,9.9435,10.4415,0.49799999999999933,0.49799999999999933,0.0,,,0.0,0.0,0.0
15,Non-burst,10.5304,11.0587,0.5282999999999998,0.5282999999999998,0.0,,,0.0,0.0,0.0
15,Non-burst,11.1435,11.7403,0.5968,0.5968,0.0,,,0.0,0.0,0.0
15,Non-burst,11.8235,12.3399,0.5164000000000009,0.5164000000000009,0.0,,,0.0,0.0,0.0
15,Non-burst,12.4436,13.0193,0.5756999999999994,0.5756999999999994,0.0,,,0.0,0.0,0.0
15,Non-burst,13.1227,13.6677,0.5449999999999999,0.5449999999999999,0.0,,,0.0,0.0,0.0
15,Non-burst,13.7535,14.3786,0.6250999999999998,0.6250999999999998,0.0,,,0.0,0.0,0.0
15,Non-burst,14.4616,15.0016,0.5399999999999991,0.5399999999999991,0.0,,,0.0,0.0,0.0
15,Non-burst,15.0897,15.6536,0.5639000000000003,0.5639000000000003,0.0,,,0.0,0.0,0.0
15,Non-burst,15.7438,16.3089,0.565100000000001,0.565100000000001,0.0,,,0.0,0.0,0.0
15,Non-burst,16.3993,16.9512,0.5518999999999998,0.5518999999999998,0.0,,,0.0,0.0,0.0
15,Non-burst,17.026,17.541,0.5150000000000006,0.5150000000000006,0.0,,,0.0,0.0,0.0
15,Non-burst,17.6247,18.2264,0.601700000000001,0.601700000000001,0.0,,,0.0,0.0,0.0
15,Non-burst,18.3355,18.9289,0.593399999999999,0.593399999999999,0.0,,,0.0,0.0,0.0
15,Non-burst,18.9982,19.5525,0.5542999999999978,0.5542999999999978,0.0,,,0.0,0.0,0.0
15,Non-burst,19.6322,20.256,0.6237999999999992,0.6237999999999992,0.0,,,0.0,0.0,0.0
15,Non-burst,20.3296,20.9334,0.6037999999999997,0.6037999999999997,0.0,,,0.0,0.0,0.0
15,Non-burst,21.0243,21.4999,,,,,,,,
16,Non-burst,0.0,0.0019,,,,,,,,
16,Burst,0.0019,0.0376,0.017849999999999998,0.017849999999999998,0.004450000000000001,-1.9999999999999998,1.1264231307346935e-15,0.0,1.0,0.0
16,Burst,0.659,0.7322,0.008133333333333326,0.006599999999999939,0.003781240243329918,-0.49330349270360063,0.8941091139482541,0.0,3.0,0.0
16,Burst,1.3626,1.4375,0.008322222222222219,0.006899999999999906,0.004203643334531446,0.15243999184869672,1.1749106186735407,0.0,4.0,0.0
16,Burst,2.1019,2.2269,0.0125,0.007349999999999968,0.013705327431331285,4.012710888137613,2.338636517240774,0.0,14.0,0.0
16,Burst,2.7709,2.8617,0.010088888888888863,0.007000000000000117,0.007727647973987684,1.8326679631475757,1.7215517540527736,0.0,7.0,0.0
16,Burst,3.504,3.5788,0.008311111111111134,0.006299999999999972,0.004338572331602153,0.26893933047988083,1.1524441043799984,0.0,4.0,0.0
16,Burst,4.1637,4.2437,0.008888888888888799,0.007200000000000095,0.005136891503719609,0.1641647429262445,1.155727634805692,0.0,4.0,0.0
16,Burst,4.9847,5.0982,0.011350000000000016,0.007449999999999957,0.010497166284288345,3.5990165720457252,2.2103882782542845,0.0,10.0,0.0
