File_Name,Sweep,Segment_Type,Burst_Type,Duration,Mean,Std,Min,Max,Skewness,Kurtosis,Area,Mean_Deriv,Std_Deriv,Min_Deriv,Max_Deriv,Skewness_Deriv,Kurtosis_Deriv
cell107basal.abf,2,Burst,Parabolic,0.19730000000000025,-60.953728,8.237566,-75.179,47.847,6.379492,73.64832,-12.036966,-8.403446,14767.794,-142909.98,473146.0,17.22659,579.51025
cell107basal.abf,2,Burst,Parabolic,0.25009999999999977,-57.370853,13.585491,-74.866,46.721,3.3488553,19.61194,-14.3585005,-28.636595,25199.48,-153860.0,446877.0,7.644919,134.13364
cell107basal.abf,2,Burst,Parabolic,1.3838999999999988,-59.009693,8.306533,-74.616,48.097,4.8850284,52.412025,-81.66727,-15.25439,14604.684,-139470.02,478154.0,16.287989,527.4427
cell107basal.abf,2,Non-burst,Non-burst,3.8011,-66.05402,4.9177885,-77.493,47.315,4.5867586,85.02357,-251.0889,2.0649285,6698.414,-162300.0,556020.0,36.875843,2991.766
cell107basal.abf,2,Non-burst,Non-burst,0.44700000000000006,-61.58729,4.9386215,-73.803,45.533,9.776467,175.69238,-27.540056,7.836689,9569.388,-128220.0,411549.0,22.099447,973.4112
cell107basal.abf,2,Non-burst,Non-burst,2.791999999999999,-64.9111,3.0908637,-74.803,44.501,7.742628,211.96529,-181.23578,-3.2708886,5044.2285,-129470.01,526630.06,39.4213,4342.772
cell107basal.abf,2,Non-burst,Non-burst,0.9198000000000004,-61.79398,4.0617223,-76.304,46.721,9.499955,224.20688,-56.848923,0.5783934,7272.4355,-137600.0,470650.0,29.431713,2028.59
cell107basal.abf,2,Non-burst,Non-burst,3.366900000000001,-62.315327,2.482898,-74.084,48.097,10.822611,375.2481,-209.8201,2.5358639,4704.47,-117590.01,423116.0,28.739729,2572.2559
cell107basal.abf,2,Non-burst,Non-burst,5.9365000000000006,-61.215706,3.093936,-74.366,48.034,9.431017,274.86902,-363.41208,-18.184452,5046.418,-138850.0,484720.0,27.53646,2822.354
cell107basal.abf,3,Non-burst,Non-burst,19.1305,-63.144093,2.8196423,-77.243,48.722,6.3361397,202.34152,-1207.9833,6.067955,4599.0083,-161364.0,531318.0,32.33946,3523.1196
cell107basal.abf,3,Burst,Other,0.049099999999999255,-59.20265,15.044435,-77.18,47.909,3.6054437,21.322372,-2.9173877,-70.69272,28862.146,-177000.0,455951.0,7.639833,138.64037
cell107basal.abf,3,Non-burst,Non-burst,2.3202999999999996,-64.2717,2.184919,-75.71,44.438,15.137561,631.4431,-149.13503,-47.077538,3940.615,-153546.0,12509.995,-9.670224,313.9014
cell107basal.abf,4,Non-burst,Non-burst,21.4999,-62.318176,2.073132,-76.836,49.223,6.392452,277.14606,-1339.8342,0.19925664,3752.6643,-151050.0,447190.03,16.997822,2118.9907
cell107basal.abf,5,Non-burst,Non-burst,2.1918,-60.232857,3.4647543,-75.241,49.442,9.150557,245.12424,-132.02391,48.867596,6660.4873,-150420.0,535390.0,42.407795,3320.5837
cell107basal.abf,5,Burst,Parabolic,0.2869999999999999,-58.060585,7.656175,-76.086,48.597,4.55316,60.94071,-16.674042,-0.76310974,12850.246,-149170.0,515369.0,22.01963,943.88873
cell107basal.abf,5,Burst,Parabolic,0.22910000000000075,-59.04742,7.6141124,-74.303,47.659,6.3055387,77.44844,-13.53841,-1.9118289,13053.094,-141349.98,440940.03,16.895954,619.7729
cell107basal.abf,5,Burst,Parabolic,0.1772999999999989,-57.606503,8.498124,-73.678,49.692,4.6155868,50.779953,-10.218353,-28.064405,15363.258,-146039.98,480339.03,17.327211,575.66156
cell107basal.abf,5,Burst,Parabolic,0.8582000000000001,-57.437572,8.823252,-75.304,48.879,3.7931662,39.966915,-49.303345,-4.810082,14944.559,-147920.02,458142.78,14.663495,464.838
cell107basal.abf,5,Non-burst,Non-burst,6.3727,-59.741985,2.7657292,-74.209,49.598,8.89281,297.80676,-380.72852,-0.11282502,4733.564,-147290.02,456580.03,27.09197,2609.991
cell107basal.abf,5,Non-burst,Non-burst,4.9801,-59.533245,4.305906,-76.336,49.692,8.318992,185.7168,-296.4923,0.49616975,7925.543,-155110.02,559140.0,32.36946,2243.9087
cell107basal.abf,5,Non-burst,Non-burst,1.4298000000000002,-59.162773,4.217729,-74.022,48.691,5.142714,111.55194,-84.595726,1.0939358,6064.4995,-143850.0,370580.03,26.322594,1822.2577
cell107basal.abf,5,Non-burst,Non-burst,4.9739,-60.026394,2.243097,-74.209,44.751,7.477584,319.65228,-298.57043,-21.2636,3515.805,-131660.03,13129.998,-4.826857,156.27263
cell107basal.abf,6,Non-burst,Non-burst,4.5162,-53.185715,4.865926,-67.204,32.742,5.617276,88.86162,-240.20175,18.155972,8096.2095,-101005.0,359320.0,20.855858,870.58936
cell107basal.abf,6,Burst,Parabolic,0.7708999999999993,-52.746296,6.1813745,-68.205,32.117,3.9790843,50.558926,-40.66514,-4.990935,9475.928,-99758.0,346190.0,17.042198,611.8119
cell107basal.abf,6,Burst,Parabolic,0.23460000000000036,-54.407314,7.090843,-67.142,32.21,4.5311165,48.730717,-12.772562,4.7953696,10305.154,-87563.0,357450.03,18.158653,646.03076
cell107basal.abf,6,Burst,Parabolic,0.1750000000000007,-52.95446,7.494724,-65.297,32.711,4.5169034,45.038395,-9.275446,-17.154285,10992.309,-92571.016,316160.0,14.343774,425.01865
cell107basal.abf,6,Burst,Parabolic,0.7558999999999996,-53.626545,6.465509,-67.892,32.117,4.094928,49.03378,-40.54472,-4.1367908,9648.744,-104138.01,333050.0,15.86356,542.0971
cell107basal.abf,6,Burst,Parabolic,0.2850999999999999,-53.08521,5.9050026,-68.017,31.773,5.3165574,71.513115,-15.142961,-8.228714,9201.447,-100080.0,298340.03,15.027022,514.31805
cell107basal.abf,6,Burst,Parabolic,0.922699999999999,-53.00426,6.433755,-67.955,31.147,3.6894622,43.229053,-48.90887,-27.658804,9414.29,-94450.016,319920.0,15.024201,506.47513
cell107basal.abf,6,Burst,Parabolic,0.5548000000000002,-52.267704,6.3073554,-67.048,31.085,3.6447642,46.31108,-29.006353,-2.705502,9164.998,-97567.01,320546.0,16.24432,556.1262
cell107basal.abf,6,Burst,Parabolic,0.19790000000000063,-52.219185,7.4562526,-66.235,30.491,3.8936915,38.970646,-10.342327,12.167793,10335.056,-89126.01,313038.0,15.947119,491.9143
cell107basal.abf,6,Burst,Parabolic,0.24739999999999895,-52.947166,6.3000937,-65.453,30.991,3.5327096,41.109055,-13.101461,-61.96525,9060.36,-90059.99,323659.97,17.851725,692.2568
cell107basal.abf,6,Burst,Parabolic,0.1808999999999994,-52.479843,7.146268,-65.547,27.363,3.8103306,39.48676,-9.496086,-28.019876,10612.19,-83497.305,324920.0,16.73629,528.5769
cell107basal.abf,6,Burst,Parabolic,0.6806000000000019,-51.543304,6.065357,-64.609,28.52,4.496707,52.268017,-35.088295,-2.5272002,9418.116,-84122.01,307410.03,14.633427,447.5756
cell107basal.abf,6,Burst,Parabolic,0.2950999999999979,-52.096577,5.77651,-64.702,29.177,4.12259,53.234932,-15.376282,-22.789831,8854.101,-78181.0,346500.03,20.74657,833.7071
cell107basal.abf,6,Burst,Parabolic,0.2967999999999975,-51.5731,5.515218,-63.201,30.584,4.364251,56.4535,-15.308878,-72.51433,7914.493,-90379.99,287080.0,15.038962,615.3198
cell107basal.abf,6,Non-burst,Non-burst,0.5549,-53.288677,4.2055006,-65.797,29.928,5.2342505,94.39115,-29.571814,-38.442875,6122.0283,-85369.01,303339.0,20.50437,1136.9169
cell107basal.abf,6,Non-burst,Non-burst,0.3423999999999996,-51.23533,5.54608,-67.517,32.21,3.4088972,52.634686,-17.54565,-31.974913,8375.345,-90691.01,349620.0,20.839867,928.6651
cell107basal.abf,6,Non-burst,Non-burst,0.9908000000000001,-53.2158,4.6349998,-67.173,32.398,5.6130238,95.65854,-52.734623,2.3980496,7405.5537,-94751.01,343061.0,21.236576,947.45905
cell107basal.abf,6,Non-burst,Non-burst,1.5126000000000008,-53.313156,5.3073015,-67.454,31.773,4.490068,66.31182,-80.64984,1.8610257,8028.3745,-97250.0,348060.0,19.279514,774.56274
cell107basal.abf,6,Non-burst,Non-burst,0.3705999999999996,-52.237312,5.4304276,-67.329,31.147,4.6438828,69.88659,-19.367401,4.641089,8095.1714,-92878.0,292710.0,18.551462,699.68774
cell107basal.abf,6,Non-burst,Non-burst,0.5904000000000007,-53.2491,4.064691,-67.079,30.772,7.9804096,156.79279,-31.446602,2.2781272,6851.5576,-91941.01,361190.0,25.17095,1368.209
cell107basal.abf,6,Non-burst,Non-burst,0.3844999999999992,-52.250732,4.6572556,-65.359,29.271,5.3350606,83.48102,-20.092089,-64.75779,6732.5967,-89750.01,265811.0,14.468675,674.91156
cell107basal.abf,6,Non-burst,Non-burst,0.6211000000000002,-52.696922,4.254726,-64.577,30.991,7.0109463,126.73953,-32.738403,0.8050334,6601.944,-95690.01,301469.0,20.491705,950.96045
cell107basal.abf,6,Non-burst,Non-burst,1.050600000000001,-52.872215,4.2071724,-65.203,30.866,6.780869,121.636566,-55.555668,-1.7865981,7032.3135,-98194.0,341810.0,20.082102,924.7401
cell107basal.abf,6,Non-burst,Non-burst,0.33699999999999974,-51.853405,4.9707737,-64.64,28.864,5.1469426,77.1154,-17.477243,-14.200059,8255.066,-81307.7,314603.0,18.574646,720.5028
cell107basal.abf,6,Non-burst,Non-burst,1.020199999999999,-52.284126,4.2080245,-65.484,29.177,6.118267,108.127686,-53.34829,2.329929,6906.0347,-84125.01,350250.03,24.511404,1218.1412
cell107basal.abf,6,Non-burst,Non-burst,0.4559000000000033,-51.01443,4.566184,-64.171,30.584,6.080309,104.512825,-23.265606,1.370901,7406.8774,-81619.0,351810.0,24.231375,1166.7463
cell107basal.abf,6,Non-burst,Non-burst,3.155000000000001,-52.342712,4.1985617,-67.423,30.647,5.581203,99.87033,-165.14523,-24.710623,6594.8228,-88813.0,352440.0,23.222954,1253.7704
cell107basal.abf,7,Non-burst,Non-burst,0.388,-52.00314,3.0012846,-57.791,28.677,10.55805,254.68057,-20.18098,221.80928,6880.9844,-9379.997,319607.0,31.859795,1349.7108
cell107basal.abf,7,Burst,Parabolic,0.4939,-52.538795,6.004276,-66.016,28.677,4.3407607,52.78634,-25.956926,-4.2437615,9195.472,-91315.7,282704.0,14.511249,454.23416
cell107basal.abf,7,Burst,Parabolic,0.7178,-51.628834,6.1282506,-65.015,27.551,3.7677088,43.893208,-37.061737,-5.098222,9229.113,-84435.72,327730.0,16.739786,571.3296
cell107basal.abf,7,Burst,Parabolic,0.28690000000000015,-52.021603,6.184089,-64.171,29.646,4.3460317,50.89271,-14.933107,-3.9247124,9048.741,-86307.0,338990.0,18.87917,726.02106
cell107basal.abf,7,Burst,Parabolic,0.29930000000000057,-51.240856,5.5494456,-64.921,28.364,5.580078,75.8097,-15.344345,-0.21051203,8502.709,-77866.99,296463.0,17.358274,598.19116
cell107basal.abf,7,Burst,Parabolic,0.2929000000000004,-51.838043,5.278231,-63.389,29.146,5.734689,77.87402,-15.19136,6.9409566,8604.575,-78177.0,307090.0,18.588114,650.4274
cell107basal.abf,7,Burst,Parabolic,0.29469999999999885,-51.238453,5.5895524,-64.014,26.237,3.889065,49.347588,-15.1023655,-15.495587,8300.102,-81309.0,283643.0,16.715431,582.878
cell107basal.abf,7,Burst,Parabolic,0.28390000000000093,-51.37995,6.0148616,-65.703,27.238,4.378966,56.196865,-14.594616,0.88056976,8408.742,-81934.01,247678.31,16.586752,535.51764
cell107basal.abf,7,Burst,Parabolic,0.2420999999999971,-51.98277,5.854038,-64.546,29.771,4.773771,58.45964,-12.587669,-27.652893,9440.447,-84121.01,304593.03,15.866199,523.62854
cell107basal.abf,7,Burst,Parabolic,0.28659999999999997,-52.270885,6.252835,-64.921,28.896,3.5792298,42.20117,-14.988852,6.8771806,8619.07,-84751.0,309284.03,18.032791,656.8883
